,0
0,6.2185234599
1,5.25114308999
2,6.43093766793
3,7.72361598824
4,6.700305116
5,6.51056958236
6,7.6698724819
7,5.51515099143
8,7.1514237492
9,5.52546430489
10,3.75326546731
11,5.19936069773
12,6.62769704817
13,3.50021446169
14,6.48063660817
15,4.58556818345
16,5.91505025428
17,7.53769781456
18,2.15545369519
19,7.26427017875
20,7.40414957719
21,4.08957528142
22,4.49756958655
23,7.09336386791
24,6.58441090126
25,6.23859832618
26,5.61634200862
27,6.80656386195
28,6.54298632672
29,6.51470458289
30,6.25149974767
31,5.56044417241
32,6.08959720048
33,4.47206382554
34,4.10045558063
35,6.12000414534
36,6.52908889578
37,6.06351596789
38,-0.0856901962454
39,2.97865678224
40,6.5360687285
41,4.1425998263
42,2.68990016033
43,5.69925155309
44,2.74935185307
45,5.85926296058
46,4.95219965327
47,6.05034766276
48,6.07515422408
49,6.48683791139
50,5.64869959992
51,5.79043881127
52,4.92407954858
53,3.7370830291
54,5.98558333258
55,5.45828684315
56,5.98566772248
57,4.46554461369
58,7.09038463315
59,5.44489895183
60,5.62562654315
61,6.75688632495
62,4.43745192474
63,6.80221909552
64,7.97324430317
65,5.47449625677
66,6.13475979093
67,6.82207453516
68,5.59622794697
69,5.13364639052
70,3.43624080497
71,7.81720586842
72,5.28265349261
73,7.19768260809
74,5.67522531439
75,5.81815910686
76,6.78623616525
77,7.02941873048
78,6.63936786273
79,7.21516483948
80,4.46390585008
81,4.98634731521
82,4.91867765776
83,5.7539307184
84,3.15488787628
85,7.60594135477
86,6.69357437831
87,3.51513009508
88,4.24693497507
89,7.30797696615
90,5.850085587
91,5.54125744561
92,3.03009616989
93,6.68220575504
94,6.63987117983
95,4.22389714344
96,5.51284206416
97,5.44518325768
98,7.39380105997
99,7.3284290324
100,3.3129287744
101,5.63532474183
102,6.71047931887
103,7.50486976025
104,7.63697565577
105,3.47710273222
106,3.37296884532
107,6.35439813733
108,1.96050059306
109,6.1655370576
110,7.28620583255
111,3.45711040847
112,6.76197469909
113,6.86322978119
114,3.71291678714
115,5.50831849055
116,6.11400807138
117,4.94149227911
118,4.08822502956
119,5.00001313541
120,4.74973179655
121,7.66231688953
122,7.41284264968
123,5.31086661951
124,5.621621181
125,7.53780984488
126,4.65424083869
127,7.08168214293
128,4.48720512903
129,2.62152240109
130,6.09407474227
131,6.92821679588
132,3.77312369287
133,6.41887004673
134,6.80519508738
135,7.6774975715
136,5.87385758704
137,5.12871865378
138,6.42347497344
139,4.56202144283
140,6.10310323316
141,4.58304047361
142,3.85358023744
143,6.74224258969
144,6.69867463802
145,4.7856566309
146,5.43569633538
147,7.53278222673
148,5.93941937596
149,4.20205715967
150,2.10899034194
151,5.35330276146
152,3.74241152949
153,5.71899563055
154,5.26467868473
155,5.72152539656
156,7.65668435834
157,6.38506334739
158,6.7419249869
159,5.52034086211
160,5.01911721996
161,6.98335454634
162,7.47227481229
163,5.9521984546
164,7.57903683635
165,4.62868656773
166,3.98463384738
167,5.27533000499
168,6.463329922
169,3.66289703703
170,7.02037519389
171,5.92345544088
172,5.80729424516
173,5.65927412827
174,6.96819479552
175,4.92092173131
176,5.88807661637
177,6.61005554793
178,5.49780258954
179,6.92824341624
180,6.72867756317
181,6.70758113417
182,5.84915638402
183,6.25632627229
184,1.61443433877
185,3.92396272495
186,5.08806723155
187,6.43200647994
188,6.41704421837
189,2.88243481696
190,6.52912155123
191,2.2397225391
192,5.40795272444
193,6.2011016935
194,5.32076555476
195,5.21394402518
196,6.25419374556
197,5.72417348188
198,7.51871924642
199,6.09695677855
200,6.55799035415
201,6.66015802005
202,7.179526318
203,7.01516038971
204,5.94024667313
205,6.83705872099
206,6.24094075115
207,6.27404070499
208,5.19876309923
209,5.32734819825
210,6.24564825221
211,5.95592352451
212,5.89070987551
213,4.15508056114
214,7.1682086141
215,6.85930926
216,4.98257786718
217,6.26189118397
218,1.74860593249
219,6.78192890745
220,2.22965631025
221,2.91896354813
222,7.44091358375
223,4.86387082418
224,5.48170535574
225,5.18207041327
226,1.03560989108
227,6.34683908274
228,4.70218729226
229,6.52497519569
230,7.14322105754
231,5.99994096121
232,6.45668264358
233,1.20832529135
234,6.56456038922
235,6.49058977335
236,6.34014249604
237,2.97094457453
238,6.17874141599
239,4.97447731822
240,6.59702399181
241,4.97559321483
242,7.01694432417
243,5.19140721841
244,5.11172020977
245,6.26603954019
246,6.02361427247
247,7.88158307612
248,3.75604555485
249,7.54238446965
