,0
0,6.35066175461
1,5.2144575119
2,6.47052192688
3,7.68581914902
4,6.67326545715
5,6.42837429047
6,7.68663072586
7,5.512362957
8,7.27036952972
9,5.46004152298
10,3.70164012909
11,5.17753362656
12,6.62906217575
13,3.4959654808
14,6.4766535759
15,4.65118455887
16,5.8661403656
17,7.52093887329
18,2.23374605179
19,7.26128578186
20,7.42622661591
21,4.09515285492
22,4.51571893692
23,7.08452224731
24,6.54788637161
25,6.1965546608
26,5.60102891922
27,6.77268028259
28,6.43919324875
29,6.5267624855
30,6.22629737854
31,5.58758354187
32,6.07291793823
33,4.43341159821
34,4.08866119385
35,6.03647422791
36,6.50475883484
37,6.06155347824
38,-0.0903412103653
39,2.99785971642
40,6.43324899673
41,4.16055297852
42,2.64753246307
43,5.6737909317
44,2.76157522202
45,5.72974920273
46,4.98630857468
47,6.03656721115
48,6.04926776886
49,6.49755716324
50,5.61160898209
51,5.72741508484
52,4.90749740601
53,3.83139204979
54,6.06292200089
55,5.47309350967
56,5.93228960037
57,4.4737071991
58,7.03817987442
59,5.52501392365
60,5.61946868896
61,6.77796125412
62,4.31779193878
63,6.82041168213
64,8.00241088867
65,5.43255805969
66,6.17831039429
67,6.85744285583
68,5.4768576622
69,5.16733026505
70,3.35787963867
71,7.90761947632
72,5.20856571198
73,7.18918323517
74,5.72899770737
75,5.74943494797
76,6.76219081879
77,7.07744979858
78,6.65667629242
79,7.21585130692
80,4.42334842682
81,4.90319442749
82,4.93310594559
83,5.81323099136
84,3.16705107689
85,7.54686594009
86,6.68902921677
87,3.48755145073
88,4.23428630829
89,7.29930973053
90,5.82994747162
91,5.50625228882
92,2.92443680763
93,6.68782615662
94,6.68781328201
95,4.19823265076
96,5.51399087906
97,5.41384029388
98,7.3175330162
99,7.34747171402
100,3.33144974709
101,5.66247606277
102,6.7087688446
103,7.56948137283
104,7.65749168396
105,3.53572297096
106,3.35297560692
107,6.33458280563
108,1.94451761246
109,6.17693567276
110,7.35655784607
111,3.34837555885
112,6.76456546783
113,6.85570383072
114,3.64796662331
115,5.48193311691
116,6.12972164154
117,4.93360710144
118,4.13224697113
119,5.02133989334
120,4.73221492767
121,7.64981508255
122,7.45132446289
123,5.22937488556
124,5.55085134506
125,7.55864429474
126,4.67621660233
127,7.05162334442
128,4.44832372665
129,2.54607176781
130,6.0854716301
131,6.9392323494
132,3.75080442429
133,6.31972074509
134,6.81236505508
135,7.6251783371
136,5.90165996552
137,5.14324760437
138,6.40999937057
139,4.61745452881
140,6.18335294724
141,4.6341137886
142,3.83376073837
143,6.63803052902
144,6.68685483932
145,4.75255203247
146,5.46124124527
147,7.5099158287
148,5.98850822449
149,4.15474414825
150,1.77054536343
151,5.34652376175
152,3.69952511787
153,5.70029973984
154,5.31090307236
155,5.75783348083
156,7.71458530426
157,6.35637426376
158,6.74011945724
159,5.52879047394
160,5.02920722961
161,6.98230361938
162,7.47477436066
163,5.97052526474
164,7.59525299072
165,4.6595492363
166,4.16230964661
167,5.28637695312
168,6.49867153168
169,3.59284162521
170,7.05582618713
171,5.97725963593
172,5.8002038002
173,5.58636617661
174,7.02473163605
175,4.88177394867
176,5.94354820251
177,6.60860013962
178,5.48060703278
179,6.89040803909
180,6.66194105148
181,6.72430229187
182,5.82755231857
183,6.35544252396
184,1.48543477058
185,3.91645383835
186,4.99146366119
187,6.40990209579
188,6.32362890244
189,2.87744069099
190,6.60721445084
191,2.26134490967
192,5.3733549118
193,6.2238945961
194,5.30332279205
195,5.20994520187
196,6.23325490952
197,5.70510578156
198,7.52801132202
199,6.04169988632
200,6.59188318253
201,6.63388204575
202,7.21961641312
203,6.9979391098
204,5.95219182968
205,6.80362606049
206,6.28232955933
207,6.27917671204
208,5.15582418442
209,5.40666627884
210,6.30241775513
211,5.92308139801
212,5.85855436325
213,4.11396121979
214,7.14537239075
215,6.81663227081
216,5.09467840195
217,6.24328374863
218,1.69430863857
219,6.75496530533
220,2.28358364105
221,2.94673633575
222,7.4999256134
223,4.91504859924
224,5.58878898621
225,5.25148153305
226,1.61069202423
227,6.29507923126
228,4.67028570175
229,6.49208164215
230,7.15230321884
231,6.01736068726
232,6.48483514786
233,1.24078249931
234,6.5643029213
235,6.44673490524
236,6.39765405655
237,2.92706990242
238,6.11790418625
239,4.96056127548
240,6.61485910416
241,4.99287080765
242,6.94557952881
243,5.14166402817
244,5.15651512146
245,6.29806566238
246,6.02628421783
247,7.80830478668
248,3.86241364479
249,7.52908182144
250,8.15102005005
251,6.80978631973
252,3.35234546661
253,7.24150705338
254,3.18223357201
255,7.41143751144
256,6.62532424927
257,3.75724887848
258,7.06678819656
259,1.98661112785
260,7.65371274948
261,6.52194309235
262,2.67940855026
263,7.16626739502
264,4.965965271
265,6.01243972778
266,6.21635150909
267,6.02359724045
268,5.40659093857
269,7.48109483719
270,3.99715590477
271,7.30954313278
272,6.24176311493
273,6.26202535629
274,5.85235595703
275,6.41447305679
276,7.01171636581
277,2.77397847176
278,5.49415874481
279,6.86132335663
280,4.06334114075
281,6.31819534302
282,7.36632823944
283,3.69360136986
284,6.6219997406
285,6.75355148315
286,4.68459320068
287,2.67162656784
288,7.57402706146
289,5.88825273514
290,5.70785856247
291,4.05617856979
292,7.06382846832
293,4.97885513306
294,6.63260412216
295,4.88946294785
296,6.82384634018
297,5.64550638199
298,4.27402877808
299,5.75755310059
300,7.1340212822
301,6.74000120163
302,7.37709760666
303,7.45870161057
304,7.08740901947
305,6.65417814255
306,5.3332901001
307,6.5273103714
308,5.13149118423
309,7.31141519547
310,7.69565963745
311,5.36100530624
312,4.07387590408
313,1.93037950993
314,6.56918001175
315,4.52685260773
316,5.88489055634
317,2.60736298561
318,7.34749889374
319,4.52392053604
320,5.5056886673
321,6.43461036682
322,5.55263280869
323,6.29881715775
324,5.50971889496
325,6.50716876984
326,6.81169843674
327,4.23972606659
328,7.62018918991
329,5.28244400024
330,3.58705663681
331,2.8364841938
332,6.60103940964
333,6.85103607178
334,4.28521442413
335,6.40044498444
336,5.80791759491
337,2.96253085136
338,5.07954359055
339,5.39854288101
340,6.34286499023
341,5.23114538193
342,7.39410257339
343,7.81598186493
344,2.99937462807
345,4.72661447525
346,4.2006483078
347,7.75990390778
348,4.60767412186
349,7.69611883163
350,6.89431333542
351,5.64275074005
352,4.03466796875
353,5.65199804306
354,6.50655221939
355,7.60541152954
356,5.73913669586
357,3.71912646294
358,7.31384038925
359,6.08987379074
360,6.36979818344
361,8.02828598022
362,4.26028823853
363,5.07633829117
364,3.9778945446
365,3.40946388245
366,6.7672290802
367,7.37587785721
368,4.43218612671
369,7.0532746315
370,5.46085691452
371,5.47586345673
372,7.32703542709
373,7.07663679123
374,5.07899332047
375,6.69264173508
376,3.25598073006
377,7.57466745377
378,5.35320281982
379,7.23550891876
380,6.08562278748
381,4.89507484436
382,7.21436691284
383,6.94728899002
384,5.18781805038
385,5.35728120804
386,5.02665185928
387,5.17055034637
388,5.20946216583
389,5.64863586426
390,2.6259264946
391,5.02943134308
392,5.1422252655
393,5.88330364227
394,7.08171510696
395,5.83973455429
396,6.14705276489
397,6.51282739639
398,4.40190029144
399,6.48605728149
400,-2.79717159271
401,6.02376365662
402,5.53372621536
403,3.95571708679
404,6.34645605087
405,4.20658826828
406,7.18509817123
407,7.60843753815
408,5.817694664
409,6.11518669128
410,5.64365434647
411,4.18794822693
412,6.47638463974
413,3.01816749573
414,4.72826528549
415,6.23161458969
416,7.0736117363
417,5.34002399445
418,4.67578744888
419,4.53470849991
420,5.22025680542
421,6.69523763657
422,3.81562423706
423,5.14912462234
424,2.48839473724
425,5.77525472641
426,5.68512964249
427,6.17882347107
428,6.63071918488
429,6.00932455063
430,6.81275463104
431,5.93799161911
432,7.26421022415
433,5.79187631607
434,7.02912759781
435,4.77465295792
436,2.68785142899
437,4.9149851799
438,7.16397428513
439,5.77366304398
440,7.51852846146
441,6.55572938919
442,2.65892148018
443,2.55598902702
444,4.53713846207
445,6.8197722435
446,5.35653495789
447,4.77824068069
448,5.70062637329
449,5.65458345413
450,6.65683984756
451,5.20135450363
452,-2.38525342941
453,7.84519672394
454,7.31880044937
455,6.97635698318
456,8.18077468872
457,6.52722835541
458,3.71410036087
459,7.03053617477
460,4.09046173096
461,7.45433092117
462,4.35601568222
463,7.3922829628
464,6.66226291656
465,4.59258365631
466,7.05851650238
467,5.5532617569
468,4.51455974579
469,3.53728175163
470,4.13509464264
471,5.23862934113
472,5.52822351456
473,6.24892044067
474,6.10935735703
475,7.8631029129
476,4.8824505806
477,5.65226221085
478,6.57139635086
479,6.85114145279
480,5.49191093445
481,-4.69593954086
482,3.75220155716
483,6.62903356552
484,4.43092489243
485,6.88872909546
486,6.30573987961
487,5.76162099838
488,6.16400194168
489,6.95657873154
490,3.48173618317
491,7.21500349045
492,6.1524066925
493,4.09378194809
494,1.14552116394
495,5.50268411636
496,5.34231710434
497,7.0905880928
498,5.63531589508
499,5.93389844894
500,3.82929348946
501,4.51171922684
502,5.86317777634
503,3.33052635193
504,6.55303859711
505,1.51744282246
506,7.21766424179
507,3.90252923965
508,6.80752706528
509,5.49408769608
510,5.95022058487
511,7.27191638947
512,6.09036493301
513,3.98126554489
514,0.757531762123
515,7.47262811661
516,7.81833982468
517,6.96985578537
518,6.42673254013
519,4.02672386169
520,4.60424757004
521,5.87990903854
522,3.77560186386
523,5.82252025604
524,7.85328626633
525,5.4505200386
526,6.63585090637
527,6.14764404297
528,2.93439173698
529,6.81683540344
530,6.66331624985
531,7.44453334808
532,6.77081155777
533,3.1384665966
534,4.39156723022
535,6.50282239914
536,7.64026546478
537,7.65217065811
538,5.60949993134
539,5.21013021469
540,6.54958486557
541,3.66344738007
542,6.36614894867
543,6.2219581604
544,5.36000680923
545,6.99818897247
546,6.65421199799
547,6.8628783226
548,2.06516957283
549,6.74664735794
550,6.71283388138
551,3.65596866608
552,5.91496992111
553,4.81707859039
554,2.64863324165
555,4.9478559494
556,4.83494520187
557,5.32777500153
558,7.28113269806
559,3.7197406292
560,7.60430240631
561,6.63548135757
562,6.34665727615
563,0.355762660503
564,3.87651252747
565,5.99528121948
566,5.82762050629
567,7.2742638588
568,4.71404838562
569,4.00826072693
570,6.77888250351
571,8.04069328308
572,4.29144382477
573,5.47603702545
574,6.61823892593
575,6.3891544342
576,6.13312721252
577,4.64261722565
578,5.53500938416
579,5.3532037735
580,6.7897143364
581,3.73522424698
582,6.55266809464
583,5.04696846008
584,7.58911418915
585,7.20676326752
586,3.63806414604
587,6.09462356567
588,6.66509342194
589,4.86874294281
590,5.71407270432
591,3.19993853569
592,5.93137741089
593,6.03296422958
594,7.48988246918
595,4.17565107346
596,5.5150718689
597,3.52863907814
598,5.43129587173
599,7.21903753281
600,7.33584451675
601,5.179292202
602,4.4113407135
603,7.87079048157
604,3.49017333984
605,2.50397157669
606,4.35883569717
607,7.2934794426
608,2.3794670105
609,7.26350879669
610,6.61626148224
611,3.25380706787
612,6.12756681442
613,6.90722894669
614,6.95644807816
615,6.5827665329
616,7.1904835701
617,5.80467557907
618,6.82069301605
619,6.90124177933
620,4.5851931572
621,6.76442909241
622,5.13031721115
623,6.72998380661
624,5.65195083618
625,5.22124195099
626,4.38043022156
627,3.11919593811
628,6.96150302887
629,2.86108207703
630,6.46641302109
631,6.50424575806
632,5.29095888138
633,4.63280105591
634,0.609832525253
635,6.85041427612
636,4.97025585175
637,4.09257936478
638,5.34853219986
639,6.5956363678
640,6.59077167511
641,6.69284009933
642,6.75727987289
643,6.55085611343
644,7.23030471802
645,7.20635652542
646,6.78851175308
647,6.30890130997
648,4.68432188034
649,4.79105329514
650,3.90040540695
651,6.14720153809
652,5.97748804092
653,7.5123667717
654,6.02066516876
655,6.96552658081
656,-0.771746993065
657,5.70780277252
658,3.81253552437
659,4.12229347229
660,7.67186975479
661,6.06037425995
662,6.37896156311
663,0.440370738506
664,5.9239988327
665,7.80778264999
666,2.80295848846
667,5.11314630508
668,7.1428976059
669,6.82650279999
670,6.97178316116
671,4.87543678284
672,7.99446964264
673,6.25737953186
674,5.20645475388
675,3.75101327896
676,5.04123306274
677,6.85504341125
678,6.84367895126
679,6.59901380539
680,5.24125623703
681,5.44760656357
682,6.68536710739
683,6.36144065857
684,4.27332019806
685,4.35494327545
686,5.66446781158
687,0.574292898178
688,6.88274812698
689,6.13592147827
690,5.92467355728
691,6.28478527069
692,5.83181142807
693,6.99920511246
694,6.30142259598
695,5.97282361984
696,7.20336198807
697,6.47727060318
698,4.89467668533
699,3.75423955917
700,6.51191186905
701,7.04085588455
702,4.93482685089
703,5.37934303284
704,3.50084877014
705,4.51420021057
706,7.01270389557
707,1.07171487808
708,5.62071657181
709,6.09527397156
710,4.98632383347
711,5.21003580093
712,6.2086186409
713,6.64705991745
714,4.97599506378
715,6.40820550919
716,0.722454249859
717,7.10360240936
718,5.71415281296
719,7.68846225739
720,7.51988983154
721,3.52937412262
722,6.18775129318
723,6.43182945251
724,5.32687807083
725,4.32565784454
726,7.00356864929
727,5.15771436691
728,6.46245002747
729,6.32382059097
730,7.10616350174
731,6.10504245758
732,6.41223716736
733,5.29134654999
734,7.19745540619
735,5.83412313461
736,5.68606805801
737,7.34063386917
738,5.4942483902
739,3.31473827362
740,7.33267879486
741,4.95918273926
742,6.29696941376
743,5.07405805588
744,6.5136475563
745,3.78363585472
746,3.9021384716
747,7.24124336243
748,7.13001585007
749,5.94781637192
750,6.37190675735
751,4.85486984253
752,6.05257940292
753,5.51624345779
754,4.59976387024
755,4.07351875305
756,6.09866523743
757,6.15917444229
758,6.30233812332
759,6.2110748291
760,5.26439285278
761,6.183198452
762,3.87077975273
763,6.57263851166
764,7.13777160645
765,6.84296798706
766,6.35876655579
767,6.9026222229
768,8.45541954041
769,4.96156454086
770,7.1652712822
771,7.05758333206
772,3.18675065041
773,5.20429420471
774,5.1872959137
775,3.44339179993
776,6.13152170181
777,6.06207132339
778,6.31346988678
779,6.30456352234
780,5.7667517662
781,5.65870809555
782,6.29095029831
783,3.46573090553
784,6.75680685043
785,3.63411664963
786,6.16923427582
787,6.37609243393
788,6.09360790253
789,7.51410198212
790,6.83306884766
791,4.23351955414
792,0.0454219579697
793,4.13756084442
794,7.57557344437
795,4.24708557129
796,5.92528390884
797,4.8183350563
798,7.64787769318
799,7.01776599884
800,6.5319943428
801,1.42742085457
802,4.56763505936
803,5.03535079956
804,7.31536054611
805,7.13913536072
806,7.58673858643
807,6.90368175507
808,7.30475950241
809,5.84127616882
810,4.13481330872
811,3.47653508186
812,5.97898197174
813,6.00818920135
814,6.63419675827
815,5.66550588608
816,1.62726676464
817,7.10377216339
818,2.69924092293
819,4.46184825897
820,5.51446866989
821,6.50860929489
822,5.30121612549
823,5.22400951385
824,3.84333944321
825,6.53961610794
826,7.20786428452
827,4.54436397552
828,6.50146150589
829,7.15848207474
830,6.4346370697
831,4.09402084351
832,5.41384458542
833,6.51689386368
834,1.98368752003
835,7.19022798538
836,7.09635591507
837,6.22752380371
838,4.53099155426
839,6.04088068008
840,4.9348731041
841,5.80968809128
842,6.77672767639
843,3.89972519875
844,6.37901496887
845,7.19108533859
846,6.80123186111
847,7.40446472168
848,7.47765398026
849,2.91087341309
850,6.27019929886
851,5.53518390656
852,6.60525131226
853,5.66482591629
854,7.17676734924
855,7.21812820435
