,0
0,7.07702767659
1,3.21026576795
2,7.16619024791
3,7.58592605972
4,7.48324775026
5,6.45877878124
6,7.54111288448
7,5.73387771833
8,7.14956756941
9,4.91019518368
10,5.05744509484
11,3.50796899719
12,6.45371209265
13,2.47314776276
14,7.18645448261
15,4.61792668179
16,7.15538753674
17,7.41466878743
18,1.88529489037
19,7.60769558806
20,7.45797295185
21,4.98037744257
22,2.514180456
23,7.14437801145
24,5.43442339203
25,6.40855500498
26,6.03597926984
27,7.15928144721
28,5.86183075804
29,5.76358638405
30,3.73181174424
31,5.39041275495
32,5.57322257311
33,4.43858173548
34,4.55799929896
35,5.76864492468
36,7.59600517852
37,6.3893372126
38,2.80925156412
39,3.54951822719
40,5.50479831743
41,4.56640541282
42,3.04418118595
43,5.91416861305
44,4.01594859623
45,5.3816508942
46,5.58575288024
47,6.59621286492
48,5.06961034584
49,4.27172781299
50,6.88691383991
51,5.17015046767
52,5.42479015713
53,2.58743913923
54,6.23994917714
55,5.21565662802
56,5.46861928006
57,5.7257120243
58,7.08551797646
59,5.56401093633
60,5.75795339204
61,6.67002602229
62,4.0229585163
63,7.01509444417
64,7.43192960133
65,5.23472661438
66,6.86779223476
67,6.64567380493
68,5.47563673344
69,5.47254992425
70,4.76176689513
71,7.6254050294
72,5.57057324657
73,6.88838048765
74,5.60602315971
75,4.60320601146
76,7.35544177588
77,7.09383342192
78,5.94085835316
79,7.31369075197
80,2.72793439027
81,3.32897180627
82,4.86070004423
83,6.05517182142
84,4.35075608548
85,7.3622742702
86,6.90700932871
87,2.51206189733
88,5.56773165596
89,7.32807465458
90,6.95180372914
91,4.51061803049
92,3.95986786252
93,7.35370501403
94,6.66079662428
95,4.87096552683
96,4.94814864993
97,4.56226671899
98,7.36312548471
99,7.53072188769
100,1.78890909018
101,5.09010534633
102,6.37838818568
103,7.52987627455
104,7.58978218665
105,2.26015719752
106,2.55550587186
107,6.69884233344
108,2.27215526829
109,5.34228865534
110,7.56926534819
111,4.39590296892
112,7.13886963328
113,6.7370197685
114,5.88157510061
115,4.92764276503
116,6.35364469149
117,4.30319223316
118,3.82542838105
119,6.10381122356
120,6.05861015243
121,7.57502373835
122,7.11895390792
123,5.74365104596
124,5.46558513833
125,7.62596998678
126,3.16936374763
127,7.26634406896
128,3.54877446318
129,1.92749973607
130,4.75754815175
131,7.48873495301
132,3.84885608369
133,5.794363696
134,6.7702945665
135,7.57605741223
136,6.50732199697
137,4.40365614143
138,6.47509700183
139,3.44597006775
140,6.01416888148
141,4.31225533353
142,2.29919325572
143,6.56609461601
144,6.9793379999
145,3.62741318849
146,4.39748794402
147,7.38310985655
148,4.43951402542
149,3.28677701647
150,4.47780648611
151,5.16107095588
152,3.42350124962
153,5.06307661009
154,4.44131008552
155,6.09857512302
156,7.17136742746
157,6.26854662741
158,6.33874280479
159,4.27722094874
160,3.38329972775
161,7.28545791104
162,7.61256608545
163,5.79532962621
164,7.37947266045
165,5.93181671002
166,3.7954950316
167,4.85840231212
168,7.23572917982
169,4.03010115165
170,6.65024146487
171,6.69628547672
172,5.53580035214
173,3.57751419393
174,7.31532648828
175,3.96516400919
176,5.0846676851
177,7.01855839409
178,5.53026798027
179,7.28929158937
180,6.54431095092
181,6.582746564
182,6.15122806863
183,5.8945786003
184,3.94206890724
185,3.65401565051
186,4.74011260106
187,5.11535179079
188,6.80316612796
189,4.32181088665
190,6.80082538949
191,2.89739517328
192,4.85076584708
193,7.23733155703
194,5.32439011175
195,4.0258930847
196,6.84932872806
197,3.67467818315
198,7.35460226584
199,6.54159336563
200,6.84655179955
201,7.07492818702
202,7.09400517936
203,7.29634106068
204,4.42988978538
205,7.60586902727
206,5.23203614943
207,5.63146145281
208,4.93317566992
209,5.34951067201
210,6.48984031582
211,6.92193268392
212,6.67716867086
213,4.16817233024
214,7.61348668519
215,7.2846331283
216,2.76287164903
217,6.84863043235
218,2.72257875238
219,7.59749570877
220,3.61191210449
221,4.03155139031
